pokemon_name,move_name,learn_method,level,version_group
Mega Gardevoir,Heal Pulse,level-up,19,ultra-sun-ultra-moon
Mega Gardevoir,Disarming Voice,level-up,11,ultra-sun-ultra-moon
Mega Gardevoir,Draining Kiss,level-up,23,ultra-sun-ultra-moon
Mega Gardevoir,Misty Terrain,level-up,1,ultra-sun-ultra-moon
Mega Gardevoir,Moonblast,level-up,1,ultra-sun-ultra-moon
Mega Gardevoir,Confide,machine,0,ultra-sun-ultra-moon
Mega Gardevoir,Dazzling Gleam,machine,0,ultra-sun-ultra-moon
Mega Gardevoir,Laser Focus,tutor,0,ultra-sun-ultra-moon
Surskit,Take Down,machine,0,scarlet-violet
Surskit,Mist,level-up,25,scarlet-violet
Surskit,Water Gun,level-up,1,scarlet-violet
Surskit,Hydro Pump,egg,0,scarlet-violet
Surskit,Hydro Pump,machine,0,scarlet-violet
Surskit,Surf,machine,0,scarlet-violet
Surskit,Ice Beam,machine,0,scarlet-violet
Surskit,Blizzard,machine,0,scarlet-violet
Surskit,Psybeam,egg,0,scarlet-violet
Surskit,Psybeam,machine,0,scarlet-violet
Surskit,Bubble Beam,level-up,17,scarlet-violet
Surskit,Solar Beam,machine,0,scarlet-violet
Surskit,Agility,level-up,22,scarlet-violet
Surskit,Agility,machine,0,scarlet-violet
Surskit,Quick Attack,level-up,6,scarlet-violet
Surskit,Haze,level-up,25,scarlet-violet
Surskit,Haze,machine,0,scarlet-violet
Surskit,Waterfall,machine,0,scarlet-violet
Surskit,Leech Life,machine,0,scarlet-violet
Surskit,Rest,machine,0,scarlet-violet
Surskit,Substitute,machine,0,scarlet-violet
Surskit,Thief,machine,0,scarlet-violet
Surskit,Protect,machine,0,scarlet-violet
Surskit,Mud Slap,machine,0,scarlet-violet
Surskit,Icy Wind,machine,0,scarlet-violet
Surskit,Giga Drain,machine,0,scarlet-violet
Surskit,Endure,machine,0,scarlet-violet
Surskit,Sleep Talk,machine,0,scarlet-violet
Surskit,Baton Pass,level-up,35,scarlet-violet
Surskit,Baton Pass,machine,0,scarlet-violet
Surskit,Sweet Scent,level-up,9,scarlet-violet
Surskit,Rain Dance,machine,0,scarlet-violet
Surskit,Sunny Day,machine,0,scarlet-violet
Surskit,Psych Up,machine,0,scarlet-violet
Surskit,Shadow Ball,machine,0,scarlet-violet
Surskit,Facade,machine,0,scarlet-violet
Surskit,Helping Hand,machine,0,scarlet-violet
Surskit,Mud Shot,egg,0,scarlet-violet
Surskit,Mud Shot,machine,0,scarlet-violet
Surskit,Water Pulse,machine,0,scarlet-violet
Surskit,Bug Buzz,machine,0,scarlet-violet
Surskit,Bug Bite,egg,0,scarlet-violet
Surskit,Bug Bite,machine,0,scarlet-violet
Surskit,Aqua Jet,egg,0,scarlet-violet
Surskit,Power Split,egg,0,scarlet-violet
Surskit,Soak,level-up,14,scarlet-violet
Surskit,Acrobatics,machine,0,scarlet-violet
Surskit,Struggle Bug,machine,0,scarlet-violet
Surskit,Sticky Web,level-up,38,scarlet-violet
Surskit,Fell Stinger,egg,0,scarlet-violet
Surskit,Lunge,egg,0,scarlet-violet
Surskit,Lunge,machine,0,scarlet-violet
Surskit,Liquidation,machine,0,scarlet-violet
Surskit,Skitter Smack,machine,0,scarlet-violet
Surskit,Tera Blast,machine,0,scarlet-violet
Surskit,Pounce,machine,0,scarlet-violet
Surskit,Chilling Water,machine,0,scarlet-violet
Masquerain,Gust,level-up,17,scarlet-violet
Masquerain,Whirlwind,level-up,1,scarlet-violet
Masquerain,Take Down,machine,0,scarlet-violet
Masquerain,Water Gun,level-up,1,scarlet-violet
Masquerain,Hydro Pump,machine,0,scarlet-violet
Masquerain,Surf,machine,0,scarlet-violet
Masquerain,Ice Beam,machine,0,scarlet-violet
Masquerain,Blizzard,machine,0,scarlet-violet
Masquerain,Psybeam,machine,0,scarlet-violet
Masquerain,Hyper Beam,machine,0,scarlet-violet
Masquerain,Solar Beam,machine,0,scarlet-violet
Masquerain,Stun Spore,level-up,26,scarlet-violet
Masquerain,Agility,machine,0,scarlet-violet
Masquerain,Quick Attack,level-up,1,scarlet-violet
Masquerain,Haze,machine,0,scarlet-violet
Masquerain,Waterfall,machine,0,scarlet-violet
Masquerain,Swift,machine,0,scarlet-violet
Masquerain,Leech Life,machine,0,scarlet-violet
Masquerain,Rest,machine,0,scarlet-violet
Masquerain,Substitute,machine,0,scarlet-violet
Masquerain,Thief,machine,0,scarlet-violet
Masquerain,Protect,machine,0,scarlet-violet
Masquerain,Scary Face,level-up,22,scarlet-violet
Masquerain,Scary Face,machine,0,scarlet-violet
Masquerain,Mud Slap,machine,0,scarlet-violet
Masquerain,Icy Wind,machine,0,scarlet-violet
Masquerain,Giga Drain,level-up,38,scarlet-violet
Masquerain,Giga Drain,machine,0,scarlet-violet
Masquerain,Endure,machine,0,scarlet-violet
Masquerain,Sleep Talk,machine,0,scarlet-violet
Masquerain,Baton Pass,machine,0,scarlet-violet
Masquerain,Sweet Scent,level-up,1,scarlet-violet
Masquerain,Rain Dance,machine,0,scarlet-violet
Masquerain,Sunny Day,machine,0,scarlet-violet
Masquerain,Psych Up,machine,0,scarlet-violet
Masquerain,Shadow Ball,machine,0,scarlet-violet
Masquerain,Facade,machine,0,scarlet-violet
Masquerain,Helping Hand,machine,0,scarlet-violet
Masquerain,Weather Ball,machine,0,scarlet-violet
Masquerain,Air Cutter,level-up,22,scarlet-violet
Masquerain,Air Cutter,machine,0,scarlet-violet
Masquerain,Aerial Ace,machine,0,scarlet-violet
Masquerain,Mud Shot,machine,0,scarlet-violet
Masquerain,Water Pulse,machine,0,scarlet-violet
Masquerain,Tailwind,machine,0,scarlet-violet
Masquerain,U Turn,machine,0,scarlet-violet
Masquerain,Air Slash,level-up,32,scarlet-violet
Masquerain,Air Slash,machine,0,scarlet-violet
Masquerain,Bug Buzz,level-up,44,scarlet-violet
Masquerain,Bug Buzz,machine,0,scarlet-violet
Masquerain,Energy Ball,machine,0,scarlet-violet
Masquerain,Giga Impact,machine,0,scarlet-violet
Masquerain,Bug Bite,machine,0,scarlet-violet
Masquerain,Quiver Dance,level-up,52,scarlet-violet
Masquerain,Soak,level-up,1,scarlet-violet
Masquerain,Foul Play,machine,0,scarlet-violet
Masquerain,Acrobatics,machine,0,scarlet-violet
Masquerain,Struggle Bug,machine,0,scarlet-violet
Masquerain,Hurricane,machine,0,scarlet-violet
Masquerain,Lunge,machine,0,scarlet-violet
Masquerain,Liquidation,machine,0,scarlet-violet
Masquerain,Skitter Smack,machine,0,scarlet-violet
Masquerain,Dual Wingbeat,machine,0,scarlet-violet
Masquerain,Tera Blast,machine,0,scarlet-violet
Masquerain,Pounce,machine,0,scarlet-violet
Masquerain,Chilling Water,machine,0,scarlet-violet
Shroomish,Headbutt,level-up,15,scarlet-violet
Shroomish,Tackle,level-up,1,scarlet-violet
Shroomish,Body Slam,machine,0,scarlet-violet
Shroomish,Take Down,machine,0,scarlet-violet
Shroomish,Absorb,level-up,1,scarlet-violet
Shroomish,Mega Drain,level-up,12,scarlet-violet
Shroomish,Leech Seed,level-up,8,scarlet-violet
Shroomish,Growth,level-up,29,scarlet-violet
Shroomish,Solar Beam,machine,0,scarlet-violet
Shroomish,Poison Powder,level-up,19,scarlet-violet
Shroomish,Stun Spore,level-up,5,scarlet-violet
Shroomish,Toxic,level-up,33,scarlet-violet
Shroomish,Toxic,machine,0,scarlet-violet
Shroomish,Swift,machine,0,scarlet-violet
Shroomish,Spore,level-up,40,scarlet-violet
Shroomish,Rest,machine,0,scarlet-violet
Shroomish,Substitute,machine,0,scarlet-violet
Shroomish,Protect,machine,0,scarlet-violet
Shroomish,Sludge Bomb,machine,0,scarlet-violet
Shroomish,Giga Drain,level-up,26,scarlet-violet
Shroomish,Giga Drain,machine,0,scarlet-violet
Shroomish,Endure,machine,0,scarlet-violet
Shroomish,Charm,egg,0,scarlet-violet
Shroomish,Charm,machine,0,scarlet-violet
Shroomish,False Swipe,machine,0,scarlet-violet
Shroomish,Sleep Talk,machine,0,scarlet-violet
Shroomish,Rain Dance,machine,0,scarlet-violet
Shroomish,Sunny Day,machine,0,scarlet-violet
Shroomish,Facade,machine,0,scarlet-violet
Shroomish,Helping Hand,egg,0,scarlet-violet
Shroomish,Helping Hand,machine,0,scarlet-violet
Shroomish,Fake Tears,egg,0,scarlet-violet
Shroomish,Fake Tears,machine,0,scarlet-violet
Shroomish,Bullet Seed,machine,0,scarlet-violet
Shroomish,Magical Leaf,machine,0,scarlet-violet
Shroomish,Worry Seed,egg,0,scarlet-violet
Shroomish,Seed Bomb,level-up,36,scarlet-violet
Shroomish,Seed Bomb,machine,0,scarlet-violet
Shroomish,Drain Punch,machine,0,scarlet-violet
Shroomish,Energy Ball,machine,0,scarlet-violet
Shroomish,Zen Headbutt,machine,0,scarlet-violet
Shroomish,Gunk Shot,machine,0,scarlet-violet
Shroomish,Grass Knot,machine,0,scarlet-violet
Shroomish,Venoshock,machine,0,scarlet-violet
Shroomish,Grassy Terrain,machine,0,scarlet-violet
Shroomish,Tera Blast,machine,0,scarlet-violet
Shroomish,Pounce,machine,0,scarlet-violet
Breloom,Thunder Punch,machine,0,scarlet-violet
Breloom,Swords Dance,machine,0,scarlet-violet
Breloom,Headbutt,level-up,15,scarlet-violet
Breloom,Tackle,level-up,1,scarlet-violet
Breloom,Body Slam,machine,0,scarlet-violet
Breloom,Take Down,machine,0,scarlet-violet
Breloom,Hyper Beam,machine,0,scarlet-violet
Breloom,Low Kick,machine,0,scarlet-violet
Breloom,Counter,level-up,22,scarlet-violet
Breloom,Absorb,level-up,1,scarlet-violet
Breloom,Mega Drain,level-up,12,scarlet-violet
Breloom,Leech Seed,level-up,1,scarlet-violet
Breloom,Growth,level-up,1,scarlet-violet
Breloom,Solar Beam,machine,0,scarlet-violet
Breloom,Poison Powder,level-up,1,scarlet-violet
Breloom,Stun Spore,level-up,1,scarlet-violet
Breloom,Dig,machine,0,scarlet-violet
Breloom,Toxic,level-up,1,scarlet-violet
Breloom,Toxic,machine,0,scarlet-violet
Breloom,Swift,machine,0,scarlet-violet
Breloom,Rest,machine,0,scarlet-violet
Breloom,Rock Slide,machine,0,scarlet-violet
Breloom,Substitute,machine,0,scarlet-violet
Breloom,Reversal,machine,0,scarlet-violet
Breloom,Protect,machine,0,scarlet-violet
Breloom,Mach Punch,level-up,0,scarlet-violet
Breloom,Sludge Bomb,machine,0,scarlet-violet
Breloom,Mud Slap,machine,0,scarlet-violet
Breloom,Giga Drain,machine,0,scarlet-violet
Breloom,Endure,machine,0,scarlet-violet
Breloom,Charm,machine,0,scarlet-violet
Breloom,False Swipe,machine,0,scarlet-violet
Breloom,Sleep Talk,machine,0,scarlet-violet
Breloom,Dynamic Punch,level-up,50,scarlet-violet
Breloom,Rain Dance,machine,0,scarlet-violet
Breloom,Sunny Day,machine,0,scarlet-violet
Breloom,Facade,machine,0,scarlet-violet
Breloom,Focus Punch,level-up,55,scarlet-violet
Breloom,Focus Punch,machine,0,scarlet-violet
Breloom,Helping Hand,machine,0,scarlet-violet
Breloom,Brick Break,level-up,39,scarlet-violet
Breloom,Brick Break,machine,0,scarlet-violet
Breloom,Fake Tears,machine,0,scarlet-violet
Breloom,Rock Tomb,machine,0,scarlet-violet
Breloom,Bullet Seed,machine,0,scarlet-violet
Breloom,Aerial Ace,machine,0,scarlet-violet
Breloom,Bulk Up,machine,0,scarlet-violet
Breloom,Mud Shot,machine,0,scarlet-violet
Breloom,Magical Leaf,machine,0,scarlet-violet
Breloom,Feint,level-up,19,scarlet-violet
Breloom,Close Combat,machine,0,scarlet-violet
Breloom,Fling,machine,0,scarlet-violet
Breloom,Worry Seed,level-up,33,scarlet-violet
Breloom,Force Palm,level-up,28,scarlet-violet
Breloom,Poison Jab,machine,0,scarlet-violet
Breloom,Seed Bomb,level-up,44,scarlet-violet
Breloom,Seed Bomb,machine,0,scarlet-violet
Breloom,Drain Punch,machine,0,scarlet-violet
Breloom,Focus Blast,machine,0,scarlet-violet
Breloom,Energy Ball,machine,0,scarlet-violet
Breloom,Giga Impact,machine,0,scarlet-violet
Breloom,Zen Headbutt,machine,0,scarlet-violet
Breloom,Leaf Storm,machine,0,scarlet-violet
Breloom,Gunk Shot,machine,0,scarlet-violet
Breloom,Stone Edge,machine,0,scarlet-violet
Breloom,Grass Knot,machine,0,scarlet-violet
Breloom,Venoshock,machine,0,scarlet-violet
Breloom,Low Sweep,machine,0,scarlet-violet
Breloom,Bulldoze,machine,0,scarlet-violet
Breloom,Grassy Terrain,machine,0,scarlet-violet
Breloom,Tera Blast,machine,0,scarlet-violet
Breloom,Pounce,machine,0,scarlet-violet
Slakoth,Fire Punch,machine,0,scarlet-violet
Slakoth,Ice Punch,machine,0,scarlet-violet
Slakoth,Thunder Punch,machine,0,scarlet-violet
Slakoth,Scratch,level-up,1,scarlet-violet
Slakoth,Headbutt,level-up,14,scarlet-violet
Slakoth,Body Slam,egg,0,scarlet-violet
Slakoth,Body Slam,machine,0,scarlet-violet
Slakoth,Take Down,machine,0,scarlet-violet
Slakoth,Flamethrower,machine,0,scarlet-violet
Slakoth,Ice Beam,machine,0,scarlet-violet
Slakoth,Blizzard,machine,0,scarlet-violet
Slakoth,Counter,level-up,30,scarlet-violet
Slakoth,Solar Beam,machine,0,scarlet-violet
Slakoth,Thunderbolt,machine,0,scarlet-violet
Slakoth,Thunder,machine,0,scarlet-violet
Slakoth,Metronome,machine,0,scarlet-violet
Slakoth,Fire Blast,machine,0,scarlet-violet
Slakoth,Amnesia,level-up,17,scarlet-violet
Slakoth,Amnesia,machine,0,scarlet-violet
Slakoth,Rest,machine,0,scarlet-violet
Slakoth,Rock Slide,machine,0,scarlet-violet
Slakoth,Slash,egg,0,scarlet-violet
Slakoth,Substitute,machine,0,scarlet-violet
Slakoth,Thief,machine,0,scarlet-violet
Slakoth,Snore,egg,0,scarlet-violet
Slakoth,Curse,egg,0,scarlet-violet
Slakoth,Curse,machine,0,scarlet-violet
Slakoth,Flail,level-up,33,scarlet-violet
Slakoth,Protect,machine,0,scarlet-violet
Slakoth,Mud Slap,machine,0,scarlet-violet
Slakoth,Icy Wind,machine,0,scarlet-violet
Slakoth,Endure,machine,0,scarlet-violet
Slakoth,False Swipe,machine,0,scarlet-violet
Slakoth,Sleep Talk,machine,0,scarlet-violet
Slakoth,Encore,level-up,6,scarlet-violet
Slakoth,Encore,machine,0,scarlet-violet
Slakoth,Metal Claw,machine,0,scarlet-violet
Slakoth,Rain Dance,machine,0,scarlet-violet
Slakoth,Sunny Day,machine,0,scarlet-violet
Slakoth,Shadow Ball,machine,0,scarlet-violet
Slakoth,Facade,machine,0,scarlet-violet
Slakoth,Focus Punch,machine,0,scarlet-violet
Slakoth,Helping Hand,machine,0,scarlet-violet
Slakoth,Brick Break,machine,0,scarlet-violet
Slakoth,Yawn,level-up,1,scarlet-violet
Slakoth,Slack Off,level-up,9,scarlet-violet
Slakoth,Crush Claw,egg,0,scarlet-violet
Slakoth,Rock Tomb,machine,0,scarlet-violet
Slakoth,Tickle,egg,0,scarlet-violet
Slakoth,Aerial Ace,machine,0,scarlet-violet
Slakoth,Bulk Up,machine,0,scarlet-violet
Slakoth,Mud Shot,machine,0,scarlet-violet
Slakoth,Covet,level-up,22,scarlet-violet
Slakoth,Hammer Arm,egg,0,scarlet-violet
Slakoth,Fling,machine,0,scarlet-violet
Slakoth,Poison Jab,machine,0,scarlet-violet
Slakoth,Night Slash,egg,0,scarlet-violet
Slakoth,Seed Bomb,machine,0,scarlet-violet
Slakoth,X Scissor,machine,0,scarlet-violet
Slakoth,Shadow Claw,machine,0,scarlet-violet
Slakoth,Zen Headbutt,machine,0,scarlet-violet
Slakoth,Gunk Shot,machine,0,scarlet-violet
Slakoth,After You,egg,0,scarlet-violet
Slakoth,Play Rough,level-up,38,scarlet-violet
Slakoth,Play Rough,machine,0,scarlet-violet
Slakoth,Throat Chop,level-up,25,scarlet-violet
Slakoth,Throat Chop,machine,0,scarlet-violet
Slakoth,Tera Blast,machine,0,scarlet-violet
Slakoth,Chilling Water,machine,0,scarlet-violet
Vigoroth,Fire Punch,machine,0,scarlet-violet
Vigoroth,Ice Punch,machine,0,scarlet-violet
Vigoroth,Thunder Punch,machine,0,scarlet-violet
Vigoroth,Scratch,level-up,1,scarlet-violet
Vigoroth,Body Slam,machine,0,scarlet-violet
Vigoroth,Take Down,machine,0,scarlet-violet
Vigoroth,Double Edge,machine,0,scarlet-violet
Vigoroth,Roar,machine,0,scarlet-violet
Vigoroth,Flamethrower,machine,0,scarlet-violet
Vigoroth,Ice Beam,machine,0,scarlet-violet
Vigoroth,Blizzard,machine,0,scarlet-violet
Vigoroth,Low Kick,machine,0,scarlet-violet
Vigoroth,Counter,level-up,33,scarlet-violet
Vigoroth,Solar Beam,machine,0,scarlet-violet
Vigoroth,Thunderbolt,machine,0,scarlet-violet
Vigoroth,Thunder Wave,machine,0,scarlet-violet
Vigoroth,Thunder,machine,0,scarlet-violet
Vigoroth,Earthquake,machine,0,scarlet-violet
Vigoroth,Dig,machine,0,scarlet-violet
Vigoroth,Focus Energy,level-up,1,scarlet-violet
Vigoroth,Metronome,machine,0,scarlet-violet
Vigoroth,Fire Blast,machine,0,scarlet-violet
Vigoroth,Amnesia,machine,0,scarlet-violet
Vigoroth,Fury Swipes,level-up,14,scarlet-violet
Vigoroth,Rest,machine,0,scarlet-violet
Vigoroth,Rock Slide,machine,0,scarlet-violet
Vigoroth,Slash,level-up,23,scarlet-violet
Vigoroth,Substitute,machine,0,scarlet-violet
Vigoroth,Thief,machine,0,scarlet-violet
Vigoroth,Curse,machine,0,scarlet-violet
Vigoroth,Reversal,level-up,43,scarlet-violet
Vigoroth,Reversal,machine,0,scarlet-violet
Vigoroth,Protect,machine,0,scarlet-violet
Vigoroth,Scary Face,machine,0,scarlet-violet
Vigoroth,Mud Slap,machine,0,scarlet-violet
Vigoroth,Icy Wind,machine,0,scarlet-violet
Vigoroth,Outrage,machine,0,scarlet-violet
Vigoroth,Endure,level-up,17,scarlet-violet
Vigoroth,Endure,machine,0,scarlet-violet
Vigoroth,False Swipe,machine,0,scarlet-violet
Vigoroth,Sleep Talk,machine,0,scarlet-violet
Vigoroth,Encore,level-up,1,scarlet-violet
Vigoroth,Encore,machine,0,scarlet-violet
Vigoroth,Metal Claw,machine,0,scarlet-violet
Vigoroth,Rain Dance,machine,0,scarlet-violet
Vigoroth,Sunny Day,machine,0,scarlet-violet
Vigoroth,Shadow Ball,machine,0,scarlet-violet
Vigoroth,Uproar,level-up,1,scarlet-violet
Vigoroth,Uproar,machine,0,scarlet-violet
Vigoroth,Facade,machine,0,scarlet-violet
Vigoroth,Focus Punch,level-up,37,scarlet-violet
Vigoroth,Focus Punch,machine,0,scarlet-violet
Vigoroth,Taunt,machine,0,scarlet-violet
Vigoroth,Helping Hand,machine,0,scarlet-violet
Vigoroth,Brick Break,machine,0,scarlet-violet
Vigoroth,Knock Off,machine,0,scarlet-violet
Vigoroth,Endeavor,machine,0,scarlet-violet
Vigoroth,Hyper Voice,machine,0,scarlet-violet
Vigoroth,Rock Tomb,machine,0,scarlet-violet
Vigoroth,Aerial Ace,machine,0,scarlet-violet
Vigoroth,Bulk Up,machine,0,scarlet-violet
Vigoroth,Mud Shot,machine,0,scarlet-violet
Vigoroth,Fling,machine,0,scarlet-violet
Vigoroth,Poison Jab,machine,0,scarlet-violet
Vigoroth,Seed Bomb,machine,0,scarlet-violet
Vigoroth,X Scissor,machine,0,scarlet-violet
Vigoroth,Drain Punch,machine,0,scarlet-violet
Vigoroth,Focus Blast,machine,0,scarlet-violet
Vigoroth,Shadow Claw,machine,0,scarlet-violet
Vigoroth,Zen Headbutt,machine,0,scarlet-violet
Vigoroth,Gunk Shot,machine,0,scarlet-violet
Vigoroth,Low Sweep,machine,0,scarlet-violet
Vigoroth,Bulldoze,machine,0,scarlet-violet
Vigoroth,Play Rough,machine,0,scarlet-violet
Vigoroth,Throat Chop,level-up,27,scarlet-violet
Vigoroth,Throat Chop,machine,0,scarlet-violet
Vigoroth,Stomping Tantrum,machine,0,scarlet-violet
Vigoroth,Lash Out,machine,0,scarlet-violet
Vigoroth,Tera Blast,machine,0,scarlet-violet
Vigoroth,Trailblaze,machine,0,scarlet-violet
Vigoroth,Chilling Water,machine,0,scarlet-violet
Slaking,Fire Punch,machine,0,scarlet-violet
Slaking,Ice Punch,machine,0,scarlet-violet
Slaking,Thunder Punch,machine,0,scarlet-violet
Slaking,Scratch,level-up,1,scarlet-violet
Slaking,Mega Kick,level-up,52,scarlet-violet
Slaking,Body Slam,machine,0,scarlet-violet
Slaking,Take Down,machine,0,scarlet-violet
Slaking,Double Edge,machine,0,scarlet-violet
Slaking,Roar,machine,0,scarlet-violet
Slaking,Flamethrower,machine,0,scarlet-violet
Slaking,Ice Beam,machine,0,scarlet-violet
Slaking,Blizzard,machine,0,scarlet-violet
Slaking,Hyper Beam,machine,0,scarlet-violet
Slaking,Low Kick,machine,0,scarlet-violet
Slaking,Counter,level-up,33,scarlet-violet
Slaking,Solar Beam,machine,0,scarlet-violet
Slaking,Thunderbolt,machine,0,scarlet-violet
Slaking,Thunder Wave,machine,0,scarlet-violet
Slaking,Thunder,machine,0,scarlet-violet
Slaking,Earthquake,machine,0,scarlet-violet
Slaking,Dig,machine,0,scarlet-violet
Slaking,Metronome,machine,0,scarlet-violet
Slaking,Fire Blast,machine,0,scarlet-violet
Slaking,Amnesia,level-up,17,scarlet-violet
Slaking,Amnesia,machine,0,scarlet-violet
Slaking,Rest,machine,0,scarlet-violet
Slaking,Rock Slide,machine,0,scarlet-violet
Slaking,Substitute,machine,0,scarlet-violet
Slaking,Thief,machine,0,scarlet-violet
Slaking,Curse,machine,0,scarlet-violet
Slaking,Flail,level-up,39,scarlet-violet
Slaking,Reversal,machine,0,scarlet-violet
Slaking,Protect,machine,0,scarlet-violet
Slaking,Scary Face,machine,0,scarlet-violet
Slaking,Mud Slap,machine,0,scarlet-violet
Slaking,Icy Wind,machine,0,scarlet-violet
Slaking,Outrage,machine,0,scarlet-violet
Slaking,Endure,machine,0,scarlet-violet
Slaking,False Swipe,machine,0,scarlet-violet
Slaking,Swagger,level-up,0,scarlet-violet
Slaking,Sleep Talk,machine,0,scarlet-violet
Slaking,Encore,level-up,1,scarlet-violet
Slaking,Encore,machine,0,scarlet-violet
Slaking,Metal Claw,machine,0,scarlet-violet
Slaking,Rain Dance,machine,0,scarlet-violet
Slaking,Sunny Day,machine,0,scarlet-violet
Slaking,Shadow Ball,machine,0,scarlet-violet
Slaking,Uproar,machine,0,scarlet-violet
Slaking,Facade,machine,0,scarlet-violet
Slaking,Focus Punch,machine,0,scarlet-violet
Slaking,Taunt,machine,0,scarlet-violet
Slaking,Helping Hand,machine,0,scarlet-violet
Slaking,Brick Break,machine,0,scarlet-violet
Slaking,Yawn,level-up,1,scarlet-violet
Slaking,Knock Off,machine,0,scarlet-violet
Slaking,Endeavor,machine,0,scarlet-violet
Slaking,Slack Off,level-up,1,scarlet-violet
Slaking,Hyper Voice,machine,0,scarlet-violet
Slaking,Rock Tomb,machine,0,scarlet-violet
Slaking,Aerial Ace,machine,0,scarlet-violet
Slaking,Bulk Up,machine,0,scarlet-violet
Slaking,Mud Shot,machine,0,scarlet-violet
Slaking,Covet,level-up,23,scarlet-violet
Slaking,Hammer Arm,level-up,63,scarlet-violet
Slaking,Fling,level-up,45,scarlet-violet
Slaking,Fling,machine,0,scarlet-violet
Slaking,Sucker Punch,level-up,1,scarlet-violet
Slaking,Poison Jab,machine,0,scarlet-violet
Slaking,Seed Bomb,machine,0,scarlet-violet
Slaking,X Scissor,machine,0,scarlet-violet
Slaking,Drain Punch,machine,0,scarlet-violet
Slaking,Focus Blast,machine,0,scarlet-violet
Slaking,Giga Impact,machine,0,scarlet-violet
Slaking,Shadow Claw,machine,0,scarlet-violet
Slaking,Zen Headbutt,machine,0,scarlet-violet
Slaking,Gunk Shot,machine,0,scarlet-violet
Slaking,Smack Down,machine,0,scarlet-violet
Slaking,Heavy Slam,machine,0,scarlet-violet
Slaking,Low Sweep,machine,0,scarlet-violet
Slaking,Bulldoze,machine,0,scarlet-violet
Slaking,Wild Charge,machine,0,scarlet-violet
Slaking,Play Rough,machine,0,scarlet-violet
Slaking,High Horsepower,machine,0,scarlet-violet
Slaking,Throat Chop,level-up,27,scarlet-violet
Slaking,Throat Chop,machine,0,scarlet-violet
Slaking,Stomping Tantrum,machine,0,scarlet-violet
Slaking,Body Press,machine,0,scarlet-violet
Slaking,Lash Out,machine,0,scarlet-violet
Slaking,Tera Blast,machine,0,scarlet-violet
Slaking,Pounce,machine,0,scarlet-violet
Slaking,Trailblaze,machine,0,scarlet-violet
Slaking,Chilling Water,machine,0,scarlet-violet
Slaking,Hard Press,machine,0,scarlet-violet
Nincada,Scratch,level-up,1,brilliant-diamond-shining-pearl
Nincada,Cut,machine,0,brilliant-diamond-shining-pearl
Nincada,Gust,egg,0,brilliant-diamond-shining-pearl
Nincada,Sand Attack,level-up,1,brilliant-diamond-shining-pearl
Nincada,Absorb,level-up,21,brilliant-diamond-shining-pearl
Nincada,Solar Beam,machine,0,brilliant-diamond-shining-pearl
Nincada,Dig,level-up,40,brilliant-diamond-shining-pearl
Nincada,Dig,machine,0,brilliant-diamond-shining-pearl
Nincada,Double Team,machine,0,brilliant-diamond-shining-pearl
Nincada,Harden,level-up,5,brilliant-diamond-shining-pearl
Nincada,Flash,machine,0,brilliant-diamond-shining-pearl
Nincada,Fury Swipes,level-up,30,brilliant-diamond-shining-pearl
Nincada,Rest,machine,0,brilliant-diamond-shining-pearl
Nincada,Substitute,machine,0,brilliant-diamond-shining-pearl
Nincada,Mind Reader,level-up,35,brilliant-diamond-shining-pearl
Nincada,Flail,egg,0,brilliant-diamond-shining-pearl
Nincada,Protect,machine,0,brilliant-diamond-shining-pearl
Nincada,Mud Slap,level-up,15,brilliant-diamond-shining-pearl
Nincada,Sandstorm,machine,0,brilliant-diamond-shining-pearl
Nincada,Giga Drain,machine,0,brilliant-diamond-shining-pearl
Nincada,Endure,machine,0,brilliant-diamond-shining-pearl
Nincada,False Swipe,level-up,10,brilliant-diamond-shining-pearl
Nincada,False Swipe,machine,0,brilliant-diamond-shining-pearl
Nincada,Swagger,machine,0,brilliant-diamond-shining-pearl
Nincada,Sleep Talk,machine,0,brilliant-diamond-shining-pearl
Nincada,Metal Claw,level-up,25,brilliant-diamond-shining-pearl
Nincada,Sunny Day,machine,0,brilliant-diamond-shining-pearl
Nincada,Shadow Ball,machine,0,brilliant-diamond-shining-pearl
Nincada,Facade,machine,0,brilliant-diamond-shining-pearl
Nincada,Aerial Ace,machine,0,brilliant-diamond-shining-pearl
Nincada,Night Slash,egg,0,brilliant-diamond-shining-pearl
Nincada,X Scissor,machine,0,brilliant-diamond-shining-pearl
Nincada,Bug Buzz,machine,0,brilliant-diamond-shining-pearl
Nincada,Bug Bite,egg,0,brilliant-diamond-shining-pearl
Nincada,Final Gambit,egg,0,brilliant-diamond-shining-pearl
Ninjask,Scratch,level-up,1,brilliant-diamond-shining-pearl
Ninjask,Swords Dance,level-up,57,brilliant-diamond-shining-pearl
Ninjask,Swords Dance,machine,0,brilliant-diamond-shining-pearl
Ninjask,Cut,machine,0,brilliant-diamond-shining-pearl
Ninjask,Sand Attack,level-up,1,brilliant-diamond-shining-pearl
Ninjask,Hyper Beam,machine,0,brilliant-diamond-shining-pearl
Ninjask,Absorb,level-up,23,brilliant-diamond-shining-pearl
Ninjask,Solar Beam,machine,0,brilliant-diamond-shining-pearl
Ninjask,Dig,level-up,1,brilliant-diamond-shining-pearl
Ninjask,Dig,machine,0,brilliant-diamond-shining-pearl
