pokemon,tier,usage_pct,raw_count,rank
Chansey,OU,0.0805,9653,186
Flamigo,OU,0.0802,3091,187
Braviary-Hisui,OU,0.0774,6778,188
Poliwrath,OU,0.0766,3646,189
Registeel,OU,0.0751,4254,190
Donphan,OU,0.0747,9680,191
Farigiraf,OU,0.072,2191,192
Slowbro-Galar,OU,0.0708,5710,193
Avalugg-Hisui,OU,0.07,2637,194
Indeedee-F,OU,0.0699,3024,195
Infernape,OU,0.0688,13651,196
Feraligatr,OU,0.066,9402,197
Basculegion-F,OU,0.066,4614,198
Quagsire,OU,0.0659,9141,199
Cetitan,OU,0.063,5440,200
Lucario,OU,0.0619,15597,201
Minior,OU,0.0613,5030,202
Azelf,OU,0.0604,4811,203
Gastrodon,OU,0.0599,10864,204
Wo-Chien,OU,0.0565,4308,205
Avalugg,OU,0.0559,5419,206
Suicune,OU,0.0554,5883,207
Chandelure,OU,0.0552,13900,208
Iron Thorns,OU,0.0551,3228,209
Snorlax,OU,0.0546,13140,210
Vikavolt,OU,0.0545,6754,211
Rabsca,OU,0.0542,3756,212
Raikou,OU,0.0541,4942,213
Sableye,OU,0.0503,9639,214
Spidops,OU,0.0466,3786,215
Cyclizar,OU,0.0453,7838,216
Iron Leaves,OU,0.0451,3975,217
Zoroark,OU,0.044,3489,218
Carbink,OU,0.043,2368,219
Oricorio-Pom-Pom,OU,0.0426,2429,220
Dewgong,OU,0.042,1028,221
Bisharp,OU,0.042,9083,222
Mienshao,OU,0.0415,7233,223
Veluza,OU,0.041,2802,224
Tatsugiri,OU,0.0406,3887,225
Lycanroc-Dusk,OU,0.0404,6347,226
Salazzle,OU,0.0401,10235,227
Vileplume,OU,0.0392,6323,228
Articuno-Galar,OU,0.0387,3502,229
Abomasnow,OU,0.036,3943,230
Eiscue,OU,0.0354,2775,231
Bellossom,OU,0.0353,1799,232
Houndstone,OU,0.0352,3314,233
Swampert,OU,0.0352,14852,234
Scovillain,OU,0.034,2995,235
Rhyperior,OU,0.0324,3605,236
Arboliva,OU,0.0318,5933,237
Cramorant,OU,0.0313,3061,238
Bellibolt,OU,0.0305,5896,239
Dragalge,OU,0.0301,4379,240
Decidueye,OU,0.0295,4210,241
Munkidori,OU,0.0293,3998,242
Tropius,OU,0.0293,2006,243
Regigigas,OU,0.0291,1877,244
Electrode-Hisui,OU,0.0286,5213,245
Leavanny,OU,0.0285,3820,246
Glaceon,OU,0.0283,2773,247
Crabominable,OU,0.0273,1893,248
Ambipom,OU,0.027,7013,249
Golem-Alola,OU,0.0269,2265,250
Floatzel,OU,0.0262,3147,251
Toedscruel,OU,0.0258,2195,252
Sudowoodo,OU,0.0257,1529,253
Drifblim,OU,0.0255,6308,254
Luvdisc,OU,0.0254,230,255
Mismagius,OU,0.0251,2899,256
Terrakion,OU,0.0249,1244,257
Goodra,OU,0.0241,6529,258
Hitmonlee,OU,0.0238,5689,259
Mudsdale,OU,0.0237,2321,260
Grafaiai,OU,0.0234,7628,261
Spiritomb,OU,0.0224,3299,262
Venomoth,OU,0.0223,1970,263
Ludicolo,OU,0.0221,3896,264
Kilowattrel,OU,0.0219,7316,265
Delphox,OU,0.0218,4380,266
Mightyena,OU,0.0216,803,267
Uxie,OU,0.0211,2608,268
Cryogonal,OU,0.0207,5218,269
Exeggutor-Alola,OU,0.0206,2526,270
Heracross,OU,0.02,5933,271
Mabosstiff,OU,0.02,2053,272
Inteleon,OU,0.0198,7017,273
Electivire,OU,0.0193,5688,274
Palossand,OU,0.019,1920,275
Meganium,OU,0.0189,1762,276
Tornadus,OU,0.0186,2428,277
Vespiquen,OU,0.0185,834,278
Brute Bonnet,OU,0.0183,2117,279
Arcanine,OU,0.0183,7802,280
Vivillon,OU,0.0182,1252,281
Brambleghast,OU,0.0181,4073,282
Morpeko,OU,0.018,2308,283
Oricorio-Sensu,OU,0.0178,1307,284
Scyther,OU,0.0171,5156,285
Froslass,OU,0.0164,5516,286
Wigglytuff,OU,0.0164,975,287
Noivern,OU,0.016,10383,288
Ariados,OU,0.0148,1496,289
Beartic,OU,0.0148,3703,290
Cacturne,OU,0.0145,1581,291
Primeape,OU,0.0143,3750,292
Flygon,OU,0.014,5308,293
Golurk,OU,0.0138,3941,294
Eelektross,OU,0.0135,6670,295
Sceptile,OU,0.0134,10036,296
Shiftry,OU,0.0127,2642,297
Masquerain,OU,0.0125,4028,298
Lapras,OU,0.0121,7066,299
Cinccino,OU,0.012,5917,300
Hoopa,OU,0.012,1091,301
Basculin,OU,0.0118,339,302
Tauros-Paldea-Aqua,OU,0.0116,2051,303
Braviary,OU,0.0112,1906,304
Probopass,OU,0.0112,1583,305
Lilligant,OU,0.0111,1852,306
Coalossal,OU,0.0111,2393,307
Flareon,OU,0.0111,2909,308
Klawf,OU,0.0108,1187,309
Tsareena,OU,0.0107,5807,310
Luxray,OU,0.0106,4269,311
Altaria,OU,0.0106,2686,312
Rotom-Mow,OU,0.0105,1393,313
Bombirdier,OU,0.0105,762,314
Medicham,OU,0.0104,2281,315
Malamar,OU,0.0104,5845,316
Rotom-Frost,OU,0.0103,1212,317
Excadrill,UU,26.3233,30360,1
Lokix,UU,19.6355,23630,2
Skarmory,UU,19.1771,20548,3
Latios,UU,17.895,21027,4
Skeledirge,UU,16.9217,20115,5
Weavile,UU,16.1984,17719,6
Donphan,UU,14.5168,15304,7
Arcanine-Hisui,UU,14.4825,18072,8
Thundurus-Therian,UU,13.8628,15618,9
Greninja,UU,13.538,16874,10
Hydrapple,UU,13.2594,15444,11
Tinkaton,UU,13.0258,13544,12
Conkeldurr,UU,12.2885,13599,13
Tyranitar,UU,12.0744,14102,14
Fezandipiti,UU,11.713,11596,15
Slowking,UU,11.2572,12907,16
Metagross,UU,11.001,13353,17
Mandibuzz,UU,10.9003,12250,18
Rotom-Wash,UU,10.6524,12976,19
Keldeo,UU,10.6456,10843,20
Zapdos-Galar,UU,10.3489,11269,21
Clodsire,UU,10.3227,12998,22
Sandy Shocks,UU,9.796,11007,23
Slither Wing,UU,9.5251,10461,24
Ogerpon,UU,9.5218,9717,25
Sinistcha,UU,9.4064,10813,26
Toxapex,UU,8.0317,11167,27
Azumarill,UU,7.854,10351,28
Revavroom,UU,6.5966,6880,29
Manaphy,UU,6.2464,7037,30
Cobalion,UU,6.2075,6460,31
Serperior,UU,6.0417,8298,32
Gengar,UU,5.5708,6542,33
Volcanion,UU,4.5976,5259,34
Ninetales-Alola,UU,4.4097,5065,35
Mamoswine,UU,4.331,5339,36
Salamence,UU,4.3,6032,37
Iron Jugulis,UU,3.973,4603,38
Thundurus,UU,3.8603,4065,39
Zoroark-Hisui,UU,3.7707,5894,40
Gardevoir,UU,3.6029,4110,41
Comfey,UU,3.529,4336,42
Hydreigon,UU,3.4057,4278,43
Forretress,UU,3.3524,4706,44
Haxorus,UU,3.3368,4558,45
Blastoise,UU,3.1646,4522,46
Hippowdon,UU,3.1218,3371,47
Gastrodon,UU,3.0006,3456,48
Kleavor,UU,2.9916,3612,49
Enamorus-Therian,UU,2.9735,2615,50
Goodra-Hisui,UU,2.9182,3662,51
Gyarados,UU,2.708,4176,52
Blissey,UU,2.7075,3150,53
Talonflame,UU,2.5761,3774,54
Araquanid,UU,2.4867,3095,55
Bisharp,UU,2.4803,2812,56
Magnezone,UU,2.4627,3006,57
Hawlucha,UU,2.438,3614,58
Lilligant-Hisui,UU,2.4227,3035,59
Torkoal,UU,2.3213,3578,60
Armarouge,UU,2.2474,3055,61
Espeon,UU,2.1887,2966,62
Umbreon,UU,2.1655,3250,63
Chesnaught,UU,2.1574,2550,64
Grimmsnarl,UU,2.138,2707,65
Yanmega,UU,2.0111,2447,66
Mew,UU,1.9089,2320,67
Jirachi,UU,1.8813,2219,68
Maushold,UU,1.7921,2444,69
Ribombee,UU,1.6407,2696,70
Ditto,UU,1.6363,2003,71
Swampert,UU,1.6261,2209,72
Venusaur,UU,1.6203,2552,73
Mimikyu,UU,1.5891,2335,74
Politoed,UU,1.5537,2340,75
Avalugg,UU,1.5266,1528,76
Cresselia,UU,1.398,1593,77
Indeedee,UU,1.3583,1598,78
Infernape,UU,1.3429,1735,79
Entei,UU,1.3241,1675,80
Houndstone,UU,1.2955,1076,81
Galvantula,UU,1.2758,2539,82
Breloom,UU,1.2573,1899,83
Chandelure,UU,1.2503,2072,84
Cyclizar,UU,1.2218,1802,85
Krookodile,UU,1.2048,1982,86
Iron Leaves,UU,1.2016,1617,87
Gallade,UU,1.1925,1891,88
Quagsire,UU,1.1894,1734,89
Ninetales,UU,1.0743,1807,90
Empoleon,UU,1.07,1567,91
Noivern,UU,1.0195,1706,92
Crawdaunt,UU,1.0034,1249,93
Frosmoth,UU,0.995,1149,94
Porygon2,UU,0.9915,1614,95
Cloyster,UU,0.9834,1561,96
Slowbro,UU,0.9099,1161,97
Vaporeon,UU,0.9038,1178,98
Lycanroc-Dusk,UU,0.9027,1097,99
Sylveon,UU,0.8955,1428,100
Salazzle,UU,0.8949,1476,101
Basculegion-F,UU,0.8897,1041,102
Jolteon,UU,0.8846,1645,103
Reuniclus,UU,0.8697,1400,104
Porygon-Z,UU,0.8682,1615,105
Feraligatr,UU,0.8453,1407,106
Ambipom,UU,0.8409,1571,107
Pawmot,UU,0.8351,1286,108
Scream Tail,UU,0.8304,1425,109
Sandslash-Alola,UU,0.8205,890,110
Muk-Alola,UU,0.8153,1197,111
Barraskewda,UU,0.7893,1102,112
Mienshao,UU,0.7749,1683,113
Charizard,UU,0.7413,1517,114
Azelf,UU,0.7374,900,115
Diancie,UU,0.7251,1085,116
Tentacruel,UU,0.7228,1244,117
Flygon,UU,0.7058,1377,118
Toxtricity,UU,0.6995,1171,119
Rhyperior,UU,0.6871,1008,120
Iron Thorns,UU,0.6763,797,121
Snorlax,UU,0.6538,1154,122
Pincurchin,UU,0.6366,904,123
Oricorio-Pom-Pom,UU,0.633,803,124
Incineroar,UU,0.6302,1517,125
Lucario,UU,0.6281,1373,126
Tsareena,UU,0.6187,1148,127
Cetitan,UU,0.6082,841,128
Rotom-Heat,UU,0.5921,1135,129
Scrafty,UU,0.5756,850,130
Tornadus,UU,0.569,614,131
Basculegion,UU,0.5668,829,132
Vileplume,UU,0.5612,785,133
Suicune,UU,0.5521,555,134
Munkidori,UU,0.5515,685,135
Goodra,UU,0.5364,816,136
Golurk,UU,0.5357,638,137
Chansey,UU,0.5264,944,138
Raikou,UU,0.5219,688,139
Necrozma,UU,0.5089,683,140
Kilowattrel,UU,0.5072,851,141
Inteleon,UU,0.502,778,142
Regidrago,UU,0.5017,756,143
Milotic,UU,0.4994,1210,144
Hariyama,UU,0.4986,685,145
Staraptor,UU,0.48,971,146
Wo-Chien,UU,0.4745,639,147
Glastrier,UU,0.4528,543,148
Vikavolt,UU,0.4473,608,149
Toxicroak,UU,0.431,582,150
Terrakion,UU,0.4184,456,151
Drifblim,UU,0.4147,505,152
Amoonguss,UU,0.4059,717,153
Torterra,UU,0.4054,701,154
Deoxys-Defense,UU,0.3986,973,155
Overqwil,UU,0.3848,591,156
Brambleghast,UU,0.3802,597,157
Whimsicott,UU,0.3797,874,158
Klefki,UU,0.3759,941,159
Braviary-Hisui,UU,0.3713,644,160
Kingdra,UU,0.3697,608,161
Tauros-Paldea-Aqua,UU,0.3644,392,162
Heracross,UU,0.3588,1208,163
Dragalge,UU,0.3569,593,164
Toucannon,UU,0.3518,436,165
Grafaiai,UU,0.3387,998,166
Bronzong,UU,0.3354,713,167
Slowbro-Galar,UU,0.3349,600,168
Arboliva,UU,0.3275,671,169
Arcanine,UU,0.3236,747,170
Florges,UU,0.322,610,171
Typhlosion-Hisui,UU,0.307,769,172
Sceptile,UU,0.2962,601,173
Decidueye,UU,0.293,585,174
Sableye,UU,0.2917,728,175
Bellibolt,UU,0.284,457,176
Delphox,UU,0.2812,703,177
Hitmonlee,UU,0.2807,778,178
Malamar,UU,0.2758,346,179
Cryogonal,UU,0.2742,513,180
Granbull,UU,0.2691,253,181
Hoopa,UU,0.2664,410,182
Registeel,UU,0.2657,435,183
Scovillain,UU,0.2602,526,184
Orthworm,UU,0.2522,402,185
Emboar,UU,0.2491,477,186
Braviary,UU,0.2443,249,187
Cinccino,UU,0.2422,628,188
Shiftry,UU,0.2375,632,189
Froslass,UU,0.2366,519,190
Tauros-Paldea-Blaze,UU,0.2338,374,191
Electrode-Hisui,UU,0.2328,512,192
Dusclops,UU,0.2227,506,193
Lycanroc,UU,0.222,595,194
Gligar,UU,0.222,479,195
Exeggutor-Alola,UU,0.2204,290,196
Decidueye-Hisui,UU,0.2191,488,197
Mudsdale,UU,0.218,384,198
Hitmontop,UU,0.2134,506,199
Raichu,UU,0.2071,280,200
Poliwrath,UU,0.2069,314,201
Zarude,UU,0.2023,242,202
Oricorio-Sensu,UU,0.2015,243,203
Coalossal,UU,0.2004,318,204
Exeggutor,UU,0.1965,257,205
Dudunsparce,UU,0.195,412,206
Lapras,UU,0.1942,341,207
Flamigo,UU,0.1926,261,208
Electivire,UU,0.1894,508,209
Slaking,UU,0.1885,437,210
Altaria,UU,0.1809,504,211
Ursaring,UU,0.1787,356,212
Eiscue,UU,0.1777,283,213
Pikachu,UU,0.1774,486,214
Thwackey,UU,0.1751,237,215
Veluza,UU,0.174,212,216
Rotom-Mow,UU,0.1713,244,217
Minior,UU,0.1668,302,218
Raichu-Alola,UU,0.1657,250,219
Tatsugiri,UU,0.1641,299,220
Luxray,UU,0.1598,480,221
Mismagius,UU,0.1583,401,222
Typhlosion,UU,0.1548,476,223
Weezing,UU,0.1526,344,224
Indeedee-F,UU,0.1503,192,225
Scyther,UU,0.1418,629,226
Zoroark,UU,0.1391,396,227
Magneton,UU,0.1389,206,228
Palossand,UU,0.1361,198,229
Glaceon,UU,0.1346,320,230
Lanturn,UU,0.1243,248,231
Volbeat,UU,0.1219,463,232
Dachsbun,UU,0.1217,461,233
Floatzel,UU,0.1214,181,234
Rabsca,UU,0.1204,200,235
Farigiraf,UU,0.1159,336,236
Beartic,UU,0.113,239,237
Rhydon,UU,0.1122,374,238
Bombirdier,UU,0.1108,213,239
Komala,UU,0.1056,129,240
Toedscruel,UU,0.1055,241,241
Leafeon,UU,0.1047,483,242
Regice,UU,0.1045,135,243
Zangoose,UU,0.0997,206,244
Medicham,UU,0.0976,407,245
Dusknoir,UU,0.0975,193,246
Abomasnow,UU,0.097,237,247
Flareon,UU,0.0967,296,248
Rampardos,UU,0.0946,241,249
Lurantis,UU,0.0944,266,250
Leavanny,UU,0.094,163,251
Drednaw,UU,0.0928,203,252
Lilligant,UU,0.0924,173,253
Naclstack,UU,0.0916,110,254
Sawsbuck,UU,0.0914,122,255
Brute Bonnet,UU,0.0913,248,256
Klawf,UU,0.0911,212,257
Primeape,UU,0.0906,377,258
Flapple,UU,0.0894,250,259
Smeargle,UU,0.0885,291,260
Trevenant,UU,0.088,411,261
Articuno-Galar,UU,0.0876,138,262
Golem-Alola,UU,0.0875,211,263
Avalugg-Hisui,UU,0.0868,221,264
Mabosstiff,UU,0.086,333,265
Cramorant,UU,0.0831,188,266
Eelektross,UU,0.0817,529,267
Ludicolo,UU,0.0786,204,268
Sandaconda,UU,0.077,173,269
Spidops,UU,0.0754,368,270
Ampharos,UU,0.0746,175,271
Furret,UU,0.0738,127,272
Piloswine,UU,0.0708,86,273
Zebstrika,UU,0.0706,216,274
Clawitzer,UU,0.0696,430,275
Ariados,UU,0.0692,190,276
Hattrem,UU,0.0673,79,277
Meganium,UU,0.0669,153,278
Honchkrow,UU,0.0654,141,279
Cacturne,UU,0.0637,269,280
Bellossom,UU,0.0635,149,281
Muk,UU,0.0631,143,282
Houndoom,UU,0.063,178,283
Masquerain,UU,0.0617,452,284
Sandslash,UU,0.0614,79,285
Regirock,UU,0.0582,175,286
Crabominable,UU,0.0575,82,287
Gothitelle,UU,0.0572,108,288
Tauros-Paldea-Combat,UU,0.0555,54,289
Magmortar,UU,0.0512,228,290
Uxie,UU,0.051,159,291
Hitmonchan,UU,0.0502,232,292
Morpeko,UU,0.0496,217,293
Bruxish,UU,0.0495,234,294
Duraludon,UU,0.0494,263,295
Carbink,UU,0.0493,151,296
Jumpluff,UU,0.0488,138,297
Wyrdeer,UU,0.0483,136,298
Tauros,UU,0.0478,160,299
Arbok,UU,0.047,210,300
Persian-Alola,UU,0.0466,122,301
Spiritomb,UU,0.0464,247,302
Delibird,UU,0.0459,68,303
Rotom-Frost,UU,0.045,132,304
Bastiodon,UU,0.0435,161,305
Victreebel,UU,0.0427,126,306
Shaymin,UU,0.0427,80,307
Dragonair,UU,0.0425,72,308
Misdreavus,UU,0.0419,85,309
Regigigas,UU,0.0418,157,310
Dugtrio-Alola,UU,0.0407,149,311
Dodrio,UU,0.0401,85,312
Meloetta,UU,0.0399,112,313
Copperajah,UU,0.0399,126,314
Articuno,UU,0.0395,81,315
Virizion,UU,0.0374,60,316
Falinks,UU,0.0373,224,317
Vivillon,UU,0.0367,90,318
Gogoat,UU,0.0345,76,319
Dipplin,UU,0.0335,83,320
Magcargo,UU,0.0326,77,321
Venomoth,UU,0.0311,74,322
Persian,UU,0.0311,71,323
Gurdurr,UU,0.0307,76,324
Skuntank,UU,0.0306,115,325
Dugtrio,UU,0.0302,86,326
Squawkabilly,UU,0.0299,84,327
Appletun,UU,0.0297,133,328
Qwilfish-Hisui,UU,0.0296,101,329
Illumise,UU,0.0288,59,330
Magmar,UU,0.0284,76,331
Golem,UU,0.0276,110,332
Chimecho,UU,0.0275,69,333
Pyroar,UU,0.026,127,334
Probopass,UU,0.0254,63,335
Alcremie,UU,0.0241,95,336
Meowstic,UU,0.0237,131,337
Noctowl,UU,0.0237,76,338
Carkol,UU,0.0236,39,339
Rotom-Fan,UU,0.0235,23,340
Tropius,UU,0.0234,269,341
Mesprit,UU,0.0233,68,342
Golduck,UU,0.023,287,343
Camerupt,UU,0.0229,92,344
Minun,UU,0.0207,60,345
Oranguru,UU,0.0199,94,346
Glimmet,UU,0.0199,113,347
Oinkologne,UU,0.0195,70,348
Qwilfish,UU,0.0187,57,349
Passimian,UU,0.0184,50,350
Basculin,UU,0.0183,63,351
Vespiquen,UU,0.0182,53,352
Vigoroth,UU,0.0177,80,353
Tinkatuff,UU,0.0173,89,354
Phantump,UU,0.0169,35,355
Girafarig,UU,0.0168,20,356
Electrode,UU,0.0162,86,357
Crocalor,UU,0.0149,18,358
Rotom,UU,0.0146,25,359
Dunsparce,UU,0.0144,90,360
Glalie,UU,0.014,29,361
Murkrow,UU,0.0134,34,362
Swanna,UU,0.0131,24,363
Hypno,UU,0.0131,51,364
Tarountula,UU,0.0127,19,365
Solosis,UU,0.0123,28,366
Sudowoodo,UU,0.0122,52,367
Haunter,UU,0.0121,44,368
Kricketune,UU,0.0119,58,369
Nosepass,UU,0.011,21,370
Bagon,UU,0.0109,29,371
Shelgon,UU,0.0105,37,372
Pachirisu,UU,0.0104,32,373
Swalot,UU,0.0103,36,374
Marill,UU,0.0103,14,375
Chesnaught,RU,19.6914,10822,1
Talonflame,RU,19.0131,11178,2
Krookodile,RU,17.3913,11576,3
Goodra-Hisui,RU,16.3544,9049,4
Armarouge,RU,15.2028,9294,5
Mimikyu,RU,14.3951,8394,6
Gengar,RU,14.2275,9612,7
Cyclizar,RU,13.8403,8563,8
Slowbro,RU,13.7461,8648,9
Crawdaunt,RU,12.6615,8344,10
Bisharp,RU,12.5377,7844,11
Noivern,RU,12.001,7691,12
Jirachi,RU,11.8175,7253,13
Forretress,RU,11.76,7816,14
Kleavor,RU,10.764,7241,15
Muk-Alola,RU,10.3245,6361,16
Quagsire,RU,10.2877,6161,17
Basculegion-F,RU,10.2115,5900,18
Gallade,RU,9.8804,6371,19
Entei,RU,9.356,5725,20
Hippowdon,RU,8.3663,4818,21
Empoleon,RU,7.9785,5529,22
Umbreon,RU,7.7902,5918,23
Suicune,RU,7.3168,3672,24
Magnezone,RU,7.1351,4884,25
Blissey,RU,7.1025,4361,26
Gardevoir,RU,7.0746,4807,27
Lycanroc-Dusk,RU,6.9446,4449,28
Maushold,RU,6.8989,5037,29
Mienshao,RU,6.5707,4078,30
Porygon-Z,RU,6.3081,3997,31
Gastrodon,RU,6.2358,3790,32
Mew,RU,6.0458,4152,33
Politoed,RU,5.9615,3808,34
Breloom,RU,5.9029,3357,35
Cloyster,RU,5.5582,3362,36
Ribombee,RU,5.5358,3530,37
Diancie,RU,5.4125,3630,38
Lilligant-Hisui,RU,5.2628,3303,39
Reuniclus,RU,4.8503,3123,40
Registeel,RU,4.6061,3220,41
Torkoal,RU,4.4767,3211,42
Torterra,RU,4.3681,2248,43
Barraskewda,RU,4.029,2534,44
Feraligatr,RU,3.9105,2854,45
Flygon,RU,3.5903,2100,46
Cresselia,RU,3.4134,1862,47
Chandelure,RU,3.4132,2416,48
Smeargle,RU,3.3448,1467,49
Ninetales-Alola,RU,3.3318,1937,50
Terrakion,RU,3.3081,1811,51
Toxicroak,RU,3.2908,1904,52
Chansey,RU,3.2861,2173,53
Necrozma,RU,3.2153,1861,54
Typhlosion,RU,3.1689,1477,55
Kilowattrel,RU,3.0806,2284,56
Regidrago,RU,3.0016,1836,57
Cetitan,RU,2.9298,1527,58
Ninetales,RU,2.8323,2072,59
Toxtricity,RU,2.7209,1732,60
Gligar,RU,2.5656,1289,61
Raikou,RU,2.4929,1579,62
Tentacruel,RU,2.4556,1573,63
Basculegion,RU,2.435,1632,64
Azelf,RU,2.3888,1765,65
Venusaur,RU,2.2502,1514,66
Araquanid,RU,2.2381,1433,67
Heracross,RU,2.22,1199,68
Espeon,RU,2.1939,1734,69
Amoonguss,RU,2.1798,1223,70
Sandslash-Alola,RU,2.0869,937,71
Deoxys-Defense,RU,1.9495,1208,72
Salazzle,RU,1.9391,1435,73
Swampert,RU,1.9131,1223,74
Tornadus,RU,1.9053,933,75
Lucario,RU,1.8917,1486,76
Scream Tail,RU,1.8376,1019,77
Flamigo,RU,1.8365,1133,78
Pawmot,RU,1.7832,910,79
Rhyperior,RU,1.7821,1138,80
Lycanroc,RU,1.7498,1017,81
Infernape,RU,1.6919,1189,82
Tsareena,RU,1.6798,1381,83
Sableye,RU,1.6504,974,84
Galvantula,RU,1.5978,1674,85
Wo-Chien,RU,1.5959,1005,86
Ditto,RU,1.5828,1207,87
Rotom-Heat,RU,1.5338,1106,88
Klefki,RU,1.5141,936,89
Staraptor,RU,1.4779,1131,90
Hitmonlee,RU,1.4524,982,91
Decidueye-Hisui,RU,1.4427,950,92
Slowbro-Galar,RU,1.376,907,93
Indeedee,RU,1.3634,875,94
Vaporeon,RU,1.3377,1081,95
Brambleghast,RU,1.3358,893,96
Golurk,RU,1.3115,823,97
Bellibolt,RU,1.2788,919,98
Incineroar,RU,1.2356,929,99
Overqwil,RU,1.1503,717,100
Iron Thorns,RU,1.1124,820,101
Houndstone,RU,1.1068,533,102
Whimsicott,RU,1.0999,697,103
Jolteon,RU,1.0992,1033,104
Kingdra,RU,1.0927,823,105
Oricorio-Sensu,RU,1.0869,832,106
Lilligant,RU,1.0591,811,107
Scrafty,RU,1.0567,836,108
Sylveon,RU,1.038,978,109
Porygon2,RU,1.0264,957,110
Typhlosion-Hisui,RU,1.0202,718,111
Dudunsparce,RU,1.0074,490,112
Cinccino,RU,1.0003,609,113
Froslass,RU,0.9853,846,114
Frosmoth,RU,0.9347,652,115
Zoroark,RU,0.9162,571,116
Scovillain,RU,0.9019,493,117
Scyther,RU,0.8467,878,118
Avalugg,RU,0.8255,419,119
Altaria,RU,0.8125,598,120
Vileplume,RU,0.8078,847,121
Arcanine,RU,0.8023,556,122
Magneton,RU,0.7863,397,123
Drednaw,RU,0.7798,362,124
Vikavolt,RU,0.7464,541,125
Milotic,RU,0.744,1009,126
Decidueye,RU,0.7073,512,127
Bronzong,RU,0.6933,585,128
Honchkrow,RU,0.6897,460,129
Dragalge,RU,0.6709,713,130
Brute Bonnet,RU,0.6694,393,131
Hariyama,RU,0.6242,386,132
Braviary-Hisui,RU,0.617,454,133
Exeggutor,RU,0.6072,512,134
Hoopa,RU,0.6018,341,135
Meloetta,RU,0.5898,417,136
Avalugg-Hisui,RU,0.5878,431,137
Palossand,RU,0.5854,309,138
Munkidori,RU,0.579,367,139
Tauros-Paldea-Aqua,RU,0.5623,320,140
Tatsugiri,RU,0.5464,528,141
Piloswine,RU,0.5425,297,142
Emboar,RU,0.5147,325,143
Grimmsnarl,RU,0.5017,628,144
Copperajah,RU,0.4842,297,145
Charizard,RU,0.4653,478,146
Grafaiai,RU,0.4604,254,147
Glastrier,RU,0.4568,300,148
Inteleon,RU,0.452,445,149
Articuno-Galar,RU,0.4494,325,150
Coalossal,RU,0.4322,235,151
Leafeon,RU,0.4263,537,152
Toedscruel,RU,0.4252,241,153
Houndoom,RU,0.4124,416,154
Rotom-Fan,RU,0.4115,187,155
Shiftry,RU,0.396,394,156
Ambipom,RU,0.3921,518,157
Malamar,RU,0.3808,245,158
Cryogonal,RU,0.362,461,159
Electrode-Hisui,RU,0.36,295,160
Weezing,RU,0.3596,194,161
Sandaconda,RU,0.3588,326,162
Goodra,RU,0.3563,329,163
Snorlax,RU,0.3467,430,164
Dachsbun,RU,0.3388,332,165
Ursaring,RU,0.3366,293,166
Sceptile,RU,0.3311,464,167
Alcremie,RU,0.3249,236,168
Tauros-Paldea-Blaze,RU,0.3197,330,169
Primeape,RU,0.3191,349,170
Falinks,RU,0.3174,175,171
Florges,RU,0.3142,376,172
Mudsdale,RU,0.304,400,173
Arboliva,RU,0.2987,311,174
Trevenant,RU,0.2959,299,175
Sandslash,RU,0.2947,179,176
Tauros,RU,0.2932,233,177
Cramorant,RU,0.2821,162,178
Veluza,RU,0.2815,153,179
Thwackey,RU,0.2802,136,180
Ludicolo,RU,0.2792,158,181
Poliwrath,RU,0.2627,305,182
Virizion,RU,0.2561,201,183
Luxray,RU,0.2486,213,184
Clawitzer,RU,0.2419,281,185
Drifblim,RU,0.2361,542,186
Cacturne,RU,0.2361,162,187
Eelektross,RU,0.2284,247,188
Articuno,RU,0.2262,155,189
Medicham,RU,0.2234,119,190
Skuntank,RU,0.2179,131,191
Volbeat,RU,0.216,114,192
Bastiodon,RU,0.2152,331,193
Hitmontop,RU,0.2144,219,194
Minior,RU,0.2007,167,195
Flareon,RU,0.1941,436,196
Tropius,RU,0.1938,142,197
Leavanny,RU,0.1933,172,198
Gogoat,RU,0.1918,176,199
Floatzel,RU,0.1909,218,200
Gurdurr,RU,0.1848,98,201
Exeggutor-Alola,RU,0.1844,162,202
Mismagius,RU,0.1843,219,203
Oricorio,RU,0.1834,132,204
Klawf,RU,0.1826,107,205
Duraludon,RU,0.1822,193,206
Uxie,RU,0.1748,171,207
Masquerain,RU,0.1695,215,208
Bombirdier,RU,0.1689,109,209
Hattrem,RU,0.1684,100,210
Rotom-Mow,RU,0.1641,163,211
Braviary,RU,0.1639,144,212
Abomasnow,RU,0.1627,171,213
Dodrio,RU,0.1602,128,214
Crocalor,RU,0.154,89,215
Venomoth,RU,0.1526,117,216
Rampardos,RU,0.1503,152,217
Dusclops,RU,0.1451,145,218
Lanturn,RU,0.1442,93,219
Glaceon,RU,0.1419,159,220
Regigigas,RU,0.1411,134,221
Shaymin,RU,0.1373,122,222
Persian-Alola,RU,0.1328,128,223
Orthworm,RU,0.1266,146,224
Farigiraf,RU,0.1252,90,225
Rotom,RU,0.123,82,226
Zangoose,RU,0.1168,235,227
Delphox,RU,0.1167,136,228
Regirock,RU,0.1155,175,229
Arbok,RU,0.1153,115,230
Flapple,RU,0.1122,144,231
Meowstic,RU,0.111,115,232
Pincurchin,RU,0.1082,91,233
Dunsparce,RU,0.1071,102,234
Rhydon,RU,0.1066,116,235
Spiritomb,RU,0.1048,131,236
Muk,RU,0.1047,189,237
